eid	track_name	entity_code	track_id	artist_id	artist_name	artist_genre	artist_birth_date	artist_birth_place
2278	Expulsion of Fury	m.0nmz7jf	52483	1192	Origin			
2281	Consequence Of Solution	m.0wl_nld	52521	1192	Origin			
2294	Come Back Margaret	m.01b8fpq	52664	9496	Camera Obscura			
2296	Tanelorn (Into the Void)	m.0ftzp4g	52675	384	Blind Guardian			
2308	Stuck On the Puzzle (Intro)	m.0nn1pgl	52826	9494	Alex Turner	Male	1986-01-06	Sheffield
2309	My Spirit Lives On	m.0mbr01	52857	334	Manowar			
2312	Acid Jazz Singer	m.0f2dvn0	52876	4942	The Fratellis			
2315	Razorblade Sigh	m.017f4m3	52907	111	Gamma Ray			
2318	The clouding	m.0dpqr5z	52960	203	Iced Earth			
2319	A charge to keep	m.0dplcxq	52965	203	Iced Earth			
2321	My First Wedding	m.0dxc4v5	52988	494	The Wombats			
2330	Hvite Krists død	m.0v2z7d	53192	2706	Satyricon			
2332	Once When I Was Little	m.0g8t40j	53215	7906	James Morrison	Male	1986-05-25	Darlington
2342	Kortirion Among the Trees	m.0skhsn	53400	8139	Summoning			
2348	Genetic Reconstruction	m.0q6g3q	53463	169	Death			
2352	Choke on It	m.0lxhrb	53470	169	Death			
2364	Longer Boats	m.0ldr66	53600	2925	Cat Stevens	Male	1948-07-21	Marylebone
2369	The Ballad Of Queen Bee And Baby Duck	m.01d08h3	53643	9488	Eagles of Death Metal			
2373	Sanction Extremis (Kill Them All)	m.0dr8qpv	53724	8808	Anaal Nathrakh			
2374	Screaming of the Unborn	m.0dr8qr0	53728	8808	Anaal Nathrakh			
2378	Move To Newlyn	m.0dnyfvj	53748	4310	The Subways			
2383	Tea For The Tillerman	m.0w9wqc	53823	2925	Cat Stevens	Male	1948-07-21	Marylebone
2398	Walk With the Devil in Dreams You Behold	m.01djxyr	54296	6283	Deicide			
2399	Crucified for the Innocence	m.01djxyj	54297	6283	Deicide			
2400	Homage for Satan	m.01dw44z	54298	6283	Deicide			
2404	Illuminate Eliminate	m.0dmxwgr	54337	476	Mayhem			
2415	Life's Emblem	m.0_82zp	54572	2708	Marduk			
2417	Threw It on the Ground	m.0nnjxq3	54614	9512	The Lonely Island			
2422	Priests of Sodom	m.0nm1s6_	54674	6122	Cannibal Corpse			
2423	Murder Worship	m.019fnty	54675	6122	Cannibal Corpse			
2425	Drowning in Viscera	m.01683p8	54678	6122	Cannibal Corpse			
2431	Dormant Bodies Bursting	m.01683nv	54702	6122	Cannibal Corpse			
2441	Tell Me You Don't Know	m.0fwwlx_	54851	8010	Pain of Salvation			
2445	Sverddans	m.0fqgws2	54984	445	Burzum			
2447	Swarfiga	m.0nm89b2	55012	4035	Kasabian			
2448	Circles from the Rue Simon-Crubellier	m.0dr7nf4	55122	3716	Max Richter	Male	1966-03-22	Hamelin
2455	Long Days And Vague Clues	m.0dq18rn	55314	4307	dredg			
2459	All My Dreams on Hold	m.012__h4	55536	4275	Flunk			
2461	At the Café	m.0t_61_	55589	2492	The Knife			
2464	Please Turn	m.0nn09bd	55657	10072	Little Dragon			
2467	The Shen	m.0lsr_s	55775	3044	Infected Mushroom			
2477	Blinking Pigs	m.0fgqzrz	56104	10072	Little Dragon			
2489	Shoot the Water	m.0nnn6c0	56715	2235	Austra			
2501	The Fisher King Blues	m.0sp3lvk	57085	4546	Frank Turner	Male	1988-05-25	Atlantic City
2506	Don't Let Her Pull You Down	m.0nln22z	57133	10027	New Found Glory			
2507	Love in the Sky	m.0wzmd3q	57200	282	The Weeknd	Male	1990-02-16	Toronto
2508	Summertearz	m.0nnwbl9	57232	10072	Little Dragon			
2510	This Isn't Control	m.0vbqq90	57278	3741	MS MR			
2518	Light Years from Home	m.0y1qk5y	57425	25	God Is An Astronaut			
2519	Red Moon Lagoon	m.0x1pq1n	57426	25	God Is An Astronaut			
2520	Signal Rays	m.0xg9bcy	57430	25	God Is An Astronaut			
2525	A Ton of Love	m.0w6dkjb	57688	2730	Editors			
2531	V (Island Song)	m.0vxdyhw	57727	4078	These New Puritans			
2534	Switchblades and Infidelity	m.0182zvf	57777	57	Fall Out Boy			
2537	Flowers Grow Out of My Grave	m.0nk__m_	57875	4730	Dead Man's Bones			
2538	Buried in Water	m.0nncfj2	57878	4730	Dead Man's Bones			
2542	Trophy Eyes	m.0fs64zv	57945	9347	You Me at Six			
2547	Power Of Rain	m.0nm6lhy	58241	10385	Long Arm			
2555	Conquest of Spaces	m.0q5l7hz	58426	4170	Woodkid			
2558	44 (noise version)	m.0sjnrn2	58546	3751	Apparat	Male	1978-06-27	Quedlinburg
2560	Giving Me a Chance	m.0j7066w	58591	3085	Gotye	Male	1980-05-21	Bruges
2567	Sandblasted and Set Free	m.0drtmjt	58664	3792	Maxïmo Park			
2571	Taro (Live from the Africa Centre 14.04.12)	m.0skpwv2	58728	2029	Alt-J			
2579	Carnival Kids	m.0xw_rb	58888	9743	The Futureheads			
2588	Do the Joy	m.0f4yqnw	59109	4726	Air	Male	1990-01-01	Kashgar
2593	End Of The Day (Silence)	m.0x14g_	59197	5457	Blue Foundation			
2611	The Story Of My Old Man	m.0131cpy	59732	4624	Good Charlotte			
2641	Cold Fusion for G	m.0dr7ndc	60677	3716	Max Richter	Male	1966-03-22	Hamelin
2648	It Took the Night to Believe	m.01dnw5k	61139	10795	Sunn O)))			
2666	Override of the Overture	m.016hkss	62905	11020	Dismember			
2671	In the Mausoleum	m.0dxcskg	63182	5215	Beirut			
2672	God Hates a Coward	m.0m6my6	63194	3846	Tomahawk			
2677	Silent My Song	m.0gf5bcy	63302	3975	Lykke Li	Female	1986-03-18	Sofia church parish
2679	MOS 6581 (album version)	m.0twswp	63565	4196	Carbon Based Lifeforms			
2681	Waters of Ain	m.0fv4tcf	63738	8015	Watain			
2684	"Road	 River and Rail"	m.0lxzl0	64012	11180	Cocteau Twins			
2685	Wolf in the Breast	m.0lxzkt	64013	11180	Cocteau Twins			
2690	Maybe Just Sad	m.0dpln5h	64142	11224	Mando Diao	Female	1982-01-01	Kuhmo
2694	Black Flames March	m.0wmc9m7	64210	8015	Watain			
2696	"Fell	 Destroyed"	m.0ll6c_	64234	11237	Fugazi			
2700	Break Well	m.0whtxd6	64315	11242	Mount Kimbie			
2712	Sphere of No-Form	m.0nxl9x	64580	4193	Biosphere	Male	1962-05-30	Norway
2713	Uva-Ursi	m.0nxl9p	64581	4193	Biosphere	Male	1962-05-30	Norway
2729	She Just Won't Believe Me	m.0rk0rn8	65101	4134	Tame Impala			
2730	Dust Bowl III	m.0nl475l	65175	11308	Other Lives			
2732	Tears From the Compound Eye	m.015vjw6	65455	2267	Boards of Canada			
2738	Ignem Veni Mittere	m.0wk4fj4	65782	8015	Watain			
2739	The Daughters of Quiet Minds	m.0drfd13	65851	6016	Stars of the Lid			
2750	Gun In The Sun	m.0dqwmx4	66286	9487	Wavves			
2751	Convertible Balloon	m.0fx7t4g	66294	9487	Wavves			
2752	Poor Lenore	m.0rj0vcs	66297	9487	Wavves			
2756	Puzzles ov Flesh	m.013y4tc	66401	8015	Watain			
2758	The Frostbitten Woodlands of Norway	m.019s4v4	66407	6819	Carpathian Forest			
2775	Nerve Jamming	m.0nnkz11	67402	11263	Bass Drum of Death			
2777	Velvet Itch	m.0nl72zc	67583	11263	Bass Drum of Death			
2778	Heart Attack Kid	m.0nmmzpf	67592	11263	Bass Drum of Death			
2781	Shadow from Tartarus	m.0rj4kqc	67778	11245	Actress	Male	1979-08-23	Wolverhampton
2795	Spread Eagle Cross the Block	m.0__ystm	68700	11033	Death Grips			
2797	Through the Collonades	m.0mcgc7	68866	6669	Entombed			
2798	Sinners Bleed	m.0lcnxv	68871	6669	Entombed			
2799	Autosleeper	m.0128r7_	68922	7465	Chapterhouse			
2802	Incense at Abu Ghraib	m.0y7_36r	68929	11984	Tim Hecker	Male	1974-01-01	Vancouver
2803	Live Room	m.0y7_1tn	68933	11984	Tim Hecker	Male	1974-01-01	Vancouver
2806	Bitter Loss	m.0lcn_x	69270	6669	Entombed			
2807	Pacing Around the Church	m.0nlygzh	69428	4501	Cold Cave			
2809	I Love (To Hurt) You	m.0dstv64	69479	7042	Lifelover			
2820	Epitome XVI	m.0qjrjkv	70079	9235	Blut aus Nord			
2821	San Francisco Knights	m.0lb7vv	70212	12143	People Under The Stairs			
2825	Underdogs and Overlords	m.01939c_	70306	6183	Darkthrone			
2826	The Cult Of Goliath	m.01939c3	70310	6183	Darkthrone			
2827	Majesty and Decay	m.0fvcwhm	70316	12156	Immolation			
2828	Doctrinal Expletives	m.01b38gm	70345	5396	Carcass			
2829	Arbeit Macht Fleisch	m.01b38g5	70347	5396	Carcass			
2832	Angel of Disease	m.0lcnk0	70397	9876	Morbid Angel			
2835	Candlegoat	m.015nlv1	70477	10795	Sunn O)))			
2837	The Battle of Chamdo	m.0w384dp	70497	5166	Gorguts			
2839	A Cause Des Garçons	m.0g8rymy	70658	2026	Yelle	Female	1983-01-17	Saint-Brieuc
2840	Bread of Bitterness	m.0fj7f69	70689	7045	Deathspell Omega			
2842	Meduzz	m.0yj9w9	70961	3044	Infected Mushroom			
2860	Shining Kingdom	m.0my4cn	72003	6844	Samael			
2864	Gloria Lewis	m.0ncj2m	72164	229	Kyuss			
2865	Mondo Generator	m.0msnzb	72170	229	Kyuss			
2867	Harmony in Blue III	m.01dv0lt	72420	11984	Tim Hecker	Male	1974-01-01	Vancouver
2869	Apokatastasis Pantôn	m.0fssc_n	72576	7045	Deathspell Omega			
2870	The Crackled Book of Life	m.0q725x1	72577	7045	Deathspell Omega			
2876	Theswere	m.0dzzbql	73106	3106	Autechre			
2877	fwzE	m.0dzzbrp	73110	3106	Autechre			
2878	paralel Suns	m.0dzzbvt	73115	3106	Autechre			
2879	plyPhon	m.0dzzbxk	73119	3106	Autechre			
2881	prac-f	m.0shz80j	73139	3106	Autechre			
2884	Solarian 13	m.01cfzf5	73469	1130	Electric Wizard			
2902	Sister Of Charity	m.0f34jg8	74548	12616	The 69 Eyes			
2904	Inn i de dype skogers favn	m.0n6drl	74638	6183	Darkthrone			
2905	Neptune Is Dead	m.0nnp17m	74869	12628	Altar of Plagues			
2906	I Am the War	m.018htd0	74912	839	Sodom			
2910	Tragic Laurel	m.0nkyvzd	75212	12660	Liturgy			
2912	Back at the Funny Farm	m.0nc7vl	75405	365	Motörhead			
2925	Devouring Famine	m.0fvzqxk	76183	7045	Deathspell Omega			
2926	Epiklesis II	m.0fvzqy5	76186	7045	Deathspell Omega			
2931	Condemned To Obscurity	m.0vgbqk	76311	5166	Gorguts			
2932	"With Their Flesh	 He'll Create"	m.0vgbqb	76312	5166	Gorguts			
2965	A True Story of a Story of True Love	m.0rg1pk	77931	12984	The Books			
2966	"The Future	 Wouldn't That Be Nice?"	m.0rg1pb	77932	12984	The Books			
2967	Don't Even Sing About It	m.0rg1p3	77933	12984	The Books			
2982	Through Blood and Dirt and Bone	m.0xc6kh0	78351	8891	Trivium			
2983	Power And Shame	m.0fs0qhw	78423	12156	Immolation			
2984	A Thunderous Consequence	m.0fvcwjf	78445	12156	Immolation			
2988	Stellarvore	m.0f3322t	78577	8015	Watain			
2989	Underneath the Cenotaph	m.0f26p8z	78581	8015	Watain			
2990	Sworn to the Dark	m.0f5nqlc	78582	8015	Watain			
2994	Bullet With a Name	m.01ckgf4	78676	1874	Nonpoint			
3002	"Our Courage	 Our Cancer"	m.0ycqn9r	79184	13151	While She Sleeps			
3004	"I'm Bad News	 In the Best Way"	m.0skcj_y	79239	6868	Blessthefall			
3009	Little People (Black City)	m.0nm21_9	79365	12370	Matthew Dear	Male	1979-04-04	Kingsville
3014	Your Troubles Will Cease And Fortune Will Smile Upon You	m.0fwg68n	79590	13159	After the Burial			
3027	The Pros and Cons of Breathing	m.014wx_x	80207	57	Fall Out Boy			
3041	All Again For You	m.0f1zwbd	81335	13287	We the Kings			
3054	One of Us Is the Killer	m.0x5g6ky	81857	6199	The Dillinger Escape Plan			
3070	Noise and Kisses	m.0n6rbw	82519	4249	The Used			
3073	The Curse Of Curves	m.01cc80m	82702	13787	Cute Is What We Aim For			
3075	Stay Away From Being Maybe	m.0fjqr2n	82866	10107	Telefon Tel Aviv			
3084	My Angel Rocks Back and Forth	m.0qbl1c	83585	2771	Four Tet	Male	1977-09-01	Putney
3096	There Is No Mathematics To Love And Loss	m.0dvn7t_	84299	146	Anberlin			
3100	Alive Out Of Habit	m.012vlpv	84463	7277	From Autumn To Ashes			
3111	The Kennedy Curse	m.0qc7bk	84679	8920	Alexisonfire			
3113	The Road to Mandalay	m.0z5q7c	84915	1605	Robbie Williams	Male	1974-02-13	Stoke-on-Trent
3116	Koonut-Kaliffee	m.0dqd7qh	85218	12603	Venetian Snares	Male	1975-01-11	Winnipeg
3126	Serve my thirst	m.0rfnq2_	85586	3044	Infected Mushroom			
3132	Given and Denied	m.0frjhj5	85696	6795	Poets of the Fall			
3138	Drown the City	m.0f6ynfz	86502	7323	A Skylit Drive			
3156	Accept Crime	m.0nmh560	87495	8920	Alexisonfire			
3164	Towards And Against	m.0f3v_54	87656	6766	Amorphis			
3178	Like Dylan in the Movies	m.0lklv4	87934	4117	Belle and Sebastian	Female	2001-11-03	Naju
3179	The Stars of Track and Field	m.0lklth	87937	4117	Belle and Sebastian	Female	2001-11-03	Naju
3180	Her Alone	m.0f3v_7m	88113	6766	Amorphis			
3196	That's the Way (My Love Is)	m.0dmmqyn	88660	2442	The Smashing Pumpkins			
3223	Nights Of Love	m.0dpn79x	90070	686	Papa Roach			
3226	The Reign Of Unending Terror	m.0gdx01l	90174	9037	Protest the Hero			
3228	Time Turned Fragile	m.0118hr5	90231	13197	Motion City Soundtrack			
3234	Dharma and the Bomb	m.0nh0vzn	90470	1958	Bad Religion			
3235	Robin Hood in Reverse	m.0nh0vxy	90473	1958	Bad Religion			
3237	Forsake Not the Dream	m.0nmvwt6	90587	8891	Trivium			
3239	The Future Freaks Me Out	m.0r19h_	90663	13197	Motion City Soundtrack			
3251	Battery Check	m.0mrcfw	91058	1969	Millencolin			
3253	a Departure	m.0nlt4bx	91082	14806	La Dispute			
3259	My Head Is Full of Ghosts	m.0nh0w2y	91330	1958	Bad Religion			
3261	Ghost Of Floyd Collins	m.0dmyffr	91350	9043	Black Stone Cherry			
3262	Fell in Love Without You	m.0f3jqv_	91374	13197	Motion City Soundtrack			
3267	Nekroskop	m.0nl3r_3	91410	2544	Kvelertak			
3269	Sjøhyenar (Havets herrer)	m.0nng62_	91412	2544	Kvelertak			
3270	Undertro	m.0sh0tpz	91413	2544	Kvelertak			
3282	I'd Come for You	m.0dr8xn0	91624	9716	Nickelback			
3293	Blessed Burden	m.0f6q9_9	91904	14841	Defeater			
3294	Fault and Fracture	m.0m9371	91985	2866	Converge			
3295	I Was A Teenage Hand Model	m.0lvj4j	92025	2758	Queens of the Stone Age			
3296	Passing Through A Screen Door	m.0wd4w_g	92050	13037	The Wonder Years			
3299	Stand And Feel Your Worth	m.015lcdk	92199	7334	Thrice			
3302	View From Heaven	m.0r2833	92224	3424	Yellowcard			
3312	Harder Harmonies	m.0nl27gm	92291	14806	La Dispute			
3316	The Divine Suicide Of K.	m.0153r7n	92359	9037	Protest the Hero			
3317	My Heart Is A Fist	m.01d_j9_	92388	686	Papa Roach			
3320	Torn Between Scylla and Charybdis	m.0f03wcr	92408	8891	Trivium			
3321	New Candles	m.0ntgn8	92422	2923	Death Cab for Cutie			
3329	Entrance Of The Conflagration	m.01dn_hc	92537	8891	Trivium			
3331	I Want Something More	m.0l_rpp	92645	1958	Bad Religion			
3335	Germs of Perfection	m.0f3bnv0	92707	1958	Bad Religion			
3336	To Another Abyss	m.0vl785	92715	1958	Bad Religion			
3341	Heart Is Hard to Find	m.0frm19r	92748	4250	Jimmy Eat World			
3344	Rage: Man	m.0t0qfx	92802	1871	Mogwai			
3346	Oh! How The Dogs Stack Up	m.0m8fp_	92810	1871	Mogwai			
3353	"The Fox	 The Crow And The Cookie"	m.0dplyld	92892	14871	mewithoutYou			
3356	Back to Prom	m.0f2rtbf	92975	2822	Volbeat			
3358	Phoenix Ignition	m.0sjw8d	92997	7334	Thrice			
3364	Destructo Spin	m.0sf9ll	93104	14134	Between the Buried and Me			
3366	Throes of Perdition	m.0dqslm5	93225	8891	Trivium			
3372	"Sometimes Things Get	 Whatever"	m.0dym3fw	93559	2986	deadmau5	Male	1981-01-05	Niagara Falls
3374	Hiszékeny	m.010rz85	93659	12603	Venetian Snares	Male	1975-01-11	Winnipeg
3375	Phoenix Cylinder	m.0yzl94	93663	4111	Tycho	Male	1977-01-01	San Francisco
3377	Beep Street	m.0g1b1_8	93726	14932	Squarepusher	Male	1975-01-17	Chelmsford
3382	Senki dala	m.010rz8m	93791	12603	Venetian Snares	Male	1975-01-11	Winnipeg
3385	Limousine (MS Rebridge)	m.0f2fpq2	93914	13285	Brand New			
3390	Hallelujah Goat	m.0f2rtc4	94029	2822	Volbeat			
3393	Highway Donkey	m.0p2wkd	94192	1969	Millencolin			
3417	Coxton Yard	m.0nm0q2l	94887	14995	Title Fight			
3419	Safe In Your Skin	m.0nm81c_	94890	14995	Title Fight			
3424	YourEyeAh	m.0dncqzm	94914	14995	Title Fight			
3425	No One Stays At The Top Forever	m.0dncqy7	94918	14995	Title Fight			
3433	This Is All I Came to Do	m.0f0hqr6	94980	4168	Dinosaur Jr.			
3449	"No Light	 No Hope"	m.0fd6qy1	95253	7598	Swallow the Sun			
3455	Truth And Temper	m.0sph3q4	95329	15116	The Ghost Inside			
3462	Mass Nerder	m.0vb02p	95503	9873	Descendents			
3465	Cloned Insanity	m.0162btq	95631	138	Kalmah			
3469	Where The Sun Never Sleeps	m.0ftxhd1	95719	12987	Stick To Your Guns			
3477	R2deepthroat	m.0f71b76	95928	15192	Emmure			
3479	Children of Cybertron	m.0gf0zq2	95937	15192	Emmure			
3480	The Justice of Suffering	m.0dpcj8h	95993	7598	Swallow the Sun			
3481	Eulogy of Giants	m.0gdt7g3	95999	15192	Emmure			
3484	Killing Goodness	m.010_6b3	96031	6766	Amorphis			
3485	a Broken Jar	m.0nmc81q	96039	14806	La Dispute			
3494	Kings Upon The Main	m.0dtgbw2	96106	7334	Thrice			
3497	Ghost of Laura Palmer	m.014fsnt	96125	7598	Swallow the Sun			
3502	"One Year	 Six Months"	m.0r283s	96164	3424	Yellowcard			
3504	Demons with Ryu	m.0gdt_h3	96252	15192	Emmure			
3509	Where the Black Lotus Grows	m.0159xmd	96406	7396	Sonic Syndicate			
3513	Burbot's Revenge	m.0162bth	96522	138	Kalmah			
3514	Hail Destroyer	m.0dptqvc	96526	9801	Cancer Bats			
3526	Blackheart Reigns	m.0qd9b0n	97110	15192	Emmure			
3532	Awaken the Dreamers	m.0dsgr8w	97332	9136	All Shall Perish			
3537	Moments In Oblivion	m.0drgn19	97545	9178	Parkway Drive			
3545	District of Misery	m.0dnc722	97785	15418	Oceano			
3550	Crooked Floors	m.0fwr5qw	97845	15000	Comeback Kid			
3559	Doomed to Walk the Earth	m.0dmp0yv	98145	7598	Swallow the Sun			
3572	Raised on Robbery	m.0ln7m_	98405	3007	Joni Mitchell	Female	1943-11-07	Fort Macleod
3589	"Hook	 Line and Sinner"	m.0ft0ymx	99044	14097	Texas in July			
3590	Bat macumba	m.019dmv0	99074	15538	Os Mutantes			
3618	Hung Up on a Dream	m.0tbln4	99714	15522	The Zombies			
3625	Bummer in the Summer	m.0m44rd	99793	15479	Love	Male	1979-03-14	Luanda
3630	The Way That We Have Been	m.0nn9czz	99866	9334	We Came As Romans			
3637	Peking O	m.0mgvmc	99925	15594	Can			
3648	Forging Towards the Sunset	m.0wlycw4	100156	8808	Anaal Nathrakh			
3649	Make Glorious the Embrace of Saturn	m.0wjdvvw	100157	8808	Anaal Nathrakh			
3650	"You Can't Save Me	 So Stop Fucking Trying"	m.0wh_9x9	100158	8808	Anaal Nathrakh			
3656	Of the Monstrous Pictures of Whales	m.01dhy3p	100324	15255	Ahab			
3663	Linceul d'Hiver	m.0nnxk82	100484	9000	Les Discrets			
3667	Word on a Wing	m.0lybv0	100694	16	David Bowie	Male	1947-01-08	Brixton
3677	Not Like the Other Girls	m.0qld_4	100964	15624	The Rasmus			
3681	Get the Devil Out of Me	m.0tng7hk	101023	8596	Delain			
3700	I Don't Believe in Tomorrow	m.0vy2dps	101240	8039	Lacuna Coil			
3714	Into the Painted Grey	m.0fxrjpj	101467	429	Agalloch			
3734	Slow Nerve Action	m.0m739v	102061	2716	The Flaming Lips			
3742	Only a Pawn in Their Game	m.0mxl9q	102281	424	Bob Dylan	Male	1941-05-24	Duluth
3752	Romance in Durango	m.0m9v8f	102371	424	Bob Dylan	Male	1941-05-24	Duluth
3753	Percées de lumière	m.0fz3bm6	102437	1046	Alcest			
3755	Consuming Misery	m.0f8r7kg	102579	1192	Origin			
3764	Sur l'océan couleur de fer	m.0fz3bmg	102696	1046	Alcest			
3766	A Witness to the Passing of Aeons	m.0dr8h4t	102720	9040	Fen			
3768	Veins of Glass	m.0ngtz5	102737	8039	Lacuna Coil			
3770	Death is In Love With Us	m.0zl6mz	102809	10028	HIM			
3780	Angel's Punishment	m.0ydb1c	103181	8039	Lacuna Coil			
3788	The Last Ammunition	m.018hzwp	103310	15653	Deathstars			
3824	The Good That Won't Come Out	m.0nv8x1	103975	3821	Rilo Kiley			
3834	Rooting for My Baby	m.0zqwf83	104144	9620	Miley Cyrus	Female	1992-11-23	Nashville
3853	Sudden Death in Carolina	m.0n8t0m	104771	13285	Brand New			
3858	Coat Check Dream Song	m.0dtvgyg	104904	2937	Bright Eyes			
3859	Down In A Rabbit Hole	m.0zmcnh	104907	2937	Bright Eyes			
3870	Found a Job	m.0179knv	105317	709	Talking Heads			
3887	Titanium Expose	m.0xb7yn	105701	1894	Sonic Youth			
3901	Everyone's at It	m.0fw5tg8	106148	4343	Lily Allen	Female	1985-05-02	Hammersmith
3911	Swimming Pools (Drank) (extended version)	m.010wc824	106272	3263	Kendrick Lamar	Male	1987-06-17	Compton
3912	Play in the Sunshine	m.0m2p4y	106288	2072	Prince	Male	1958-06-07	Minneapolis
3947	If I Ruled the World (Imagine That)	m.0nqctc	108167	200	Nas	Male	1973-09-14	Brooklyn
3977	Early Christmas Present	m.0fv6xw6	108781	3130	Kate Nash	Female	1987-07-06	Harrow
4033	Turbulence (remix)	m.0m4jmc	109841	5188	Deltron 3030			
4040	My Slumbering Heart	m.0nv8yl	109905	3821	Rilo Kiley			
4042	I Want To Kill You Like They Do In the Movies	m.0dzztqn	109913	1092	Marilyn Manson	Male	1969-01-05	Canton
4043	Sympathy for the Parents	m.0lpxqh	109926	1092	Marilyn Manson	Male	1969-01-05	Canton
4044	The Hands of Small Children	m.0lpxpm	109930	1092	Marilyn Manson	Male	1969-01-05	Canton
4067	Lonelily	m.0szblw	110198	4247	Damien Rice	Male	1973-12-07	Dublin
4079	Do the Rump	m.0nn1nl	110492	99	The Black Keys			
4100	Mutherfuker	m.0nmjll	110788	2596	Beck	Male	1970-07-08	Los Angeles
4104	I Want to Disappear	m.0lk5wv	110800	1092	Marilyn Manson	Male	1969-01-05	Canton
4133	Such Great Heights (John Tejada Remix)	m.0rxz48	111534	3004	The Postal Service			
4147	Les OS	m.0sj45x	112313	16655	The Unicorns			
4154	Neutered Fruit	m.0nmmm4y	112422	3254	St. Vincent			
4169	Mmm Papi	m.0nl69bh	112824	353	Britney Spears	Female	1981-12-02	McComb
4170	Flaggin A Ride	m.0qjsl41	112861	16688	Divine Fits			
4203	Brush The Heat	m.0nkyqyl	113817	10072	Little Dragon			
4218	Amerykahn Promise	m.0drh00d	114398	7895	Erykah Badu	Female	1971-02-26	Dallas
4226	The Dress Looks Nice on You	m.0v2p6f	114852	3059	Sufjan Stevens	Male	1975-07-01	Detroit
4239	Margaret in Captivity	m.0nmv4k1	115171	2940	The Decemberists			
4240	The Abduction of Margaret	m.0nlz85z	115207	2940	The Decemberists			
4245	Battery Kinzie	m.0nlzxym	115368	16900	Fleet Foxes			
4278	Head Club	m.0mlz3q	116242	7295	Taking Back Sunday			
4284	54 Cymru Beats	m.0nfp3s	116432	2562	Aphex Twin	Male	1971-08-18	Limerick
4300	She Don't Have To Know	m.017ctrb	117054	2827	John Legend	Male	1978-12-28	Springfield
4311	You'll Rebel to Anything (as Long as It's Not Challenging)	m.013m82x	117546	8389	Mindless Self Indulgence			
4312	Dicks Are for My Friends	m.0n4lkc	117554	8389	Mindless Self Indulgence			
4333	A Tap Dancer's Dilemma	m.0f652rt	118049	17128	Diablo Swing Orchestra			
4334	I Think I'm A Mother	m.0l166n	118178	3724	PJ Harvey	Female	1969-10-09	Corscombe
4340	Of Prometheus and the Crucifix	m.0f28m9n	118323	8891	Trivium			
4346	Tarvos	m.0dvp23t	118358	3915	Eluveitie			
4351	These Filthy Hands	m.0nh9v_	118465	17113	Mushroomhead			
4385	"Don	 Aman"	m.0ltg7l	119048	3117	Slint			
4391	Pillars Of Serpents	m.0172p35	119231	8891	Trivium			
4395	A Wine of Wizardry	m.0f048pk	119350	17282	Blood Ceremony			
4397	The Burning Pits of the Duat	m.0132dl_	119410	810	Nile			
4398	As Each End Looms And Subsides	m.0fszjhd	119446	15200	Red Sparowes			
4401	An Infinite Regression	m.0shvw10	119518	17421	Animals as Leaders			
4404	Furnace Funeral	m.0f9vh0n	119544	5137	Bloodbath			
4408	From the Deeps	m.015wx7m	119598	9385	1349			
4414	Gray Sublime Archon	m.0dsqnx4	119743	3915	Eluveitie			
4443	Steel That Sleeps the Eye	m.0nmn33h	120251	4681	Baroness			
4453	Trade Mistakes	m.0nnwnj6	120497	12986	Panic! at the Disco			
4460	The Conspiracy of Seeds	m.0dspz10	120776	2508	65daysofstatic			
4464	Raconteur Troubadour	m.0nr_7p	120901	17269	Gentle Giant			
4471	Death Delirium	m.0q97s8	121078	5137	Bloodbath			
4472	Buried By the Dead	m.0q97sh	121089	5137	Bloodbath			
4474	Demon of the Fall	m.0n4scr	121144	71	Opeth			
4483	We All Faulter	m.0_cqdh	121421	15202	Jesu			
4489	The Fundamental Alienation	m.0dyp3tg	121580	278	Dimmu Borgir			
4490	We the Fallen	m.0dvbkwk	121583	16340	Psyclon Nine			
4498	Memphis Will Be Laid to Waste	m.0n3drx	121789	9295	Norma Jean	Female	1938-01-30	Wellston
4506	Black Crow On a Tombstone	m.0dmj5_v	121871	2706	Satyricon			
4508	Ribs Out	m.0dmcfd4	121893	3971	Fuck Buttons			
4509	And So Is Life	m.01415dl	121897	11020	Dismember			
4512	Even the Gods Must Die	m.0dq3y91	122024	810	Nile			
4514	A Cry for Everyone	m.0nr_7x	122059	17269	Gentle Giant			
4525	Rag Doll Physics	m.01d61c2	122709	17128	Diablo Swing Orchestra			
4526	Velvet Embracer	m.01d61cj	122710	17128	Diablo Swing Orchestra			
4529	Black Sails at Midnight	m.0dpm1wn	122910	1354	Alestorm			
4539	Daisies of the Galaxy	m.0wh_l6	123046	2552	Eels			
4544	Qualms Of Conscience	m.01d61dd	123106	17128	Diablo Swing Orchestra			
4546	New World Widows	m.0f55kyz	123124	17128	Diablo Swing Orchestra			
4548	A.E.O.N.	m.0fv21pp	123126	7046	Sybreed			
4549	Revive My Wounds	m.0dmgln8	123129	7046	Sybreed			
4550	Ex-inferis	m.0dmglmm	123132	7046	Sybreed			
4552	Poetic Pitbull Revolutions	m.01d61bw	123310	17128	Diablo Swing Orchestra			
4553	Divine Moments of Truth	m.0nwklr	123456	10324	Shpongle			
4557	Weballergy	m.0m0m0r	123580	5608	Sonata Arctica			
4559	Endless Teeth	m.0f5smgs	123698	17363	Genghis Tron			
4561	New Animals From the Air	m.010ws7l	123772	7135	Eluvium	Male	2000-01-01	Tennessee
