eid	pid	name	entity	artist_name	artist_genre	artist_birth_date	artist_birth_place
2645	60908	Clear The Area	m.013h9wx	Imogen Heap	Female	1977-12-09	Harold Wood
2646	60914	Left Bank	m.0dr6h31	Air	Male	1990-01-01	Kashgar
2647	60948	Cry Me A River	m.0124pbs	Diana Krall	Female	1964-11-16	Nanaimo
2648	61139	It Took the Night to Believe	m.01dnw5k	Sunn O)))			
2651	61200	Surfin' Bird	m.0wk0fz	The Cramps			
2652	61203	Goo Goo Muck	m.0m3rjk	The Cramps			
2653	61206	Indigo Room	m.0122gp3	H.U.V.A. Network			
2654	61353	Sane	m.01br5_3	Archive			
2655	61565	Supersede	m.0fvj7q2	Carbon Based Lifeforms			
2656	61731	Satisfy My Soul	m.0q2gps	Bob Marley & The Wailers	Male	1945-02-06	Nine Mile
2657	61760	Children of the Sun	m.0tpxbkr	Dead Can Dance			
2658	61775	Not Big	m.01b_tjp	Lily Allen	Female	1985-05-02	Hammersmith
2659	61972	Le temps de l'amour	m.0dydtrh	Françoise Hardy	Female	1944-01-17	9th arrondissement of Paris
2660	61997	Crazy He Calls Me	m.0g04n2m	Billie Holiday	Female	1915-04-07	Philadelphia
2661	62170	The Rat	m.0q8cxbv	Infected Mushroom			
2662	62462	Gang Bang	m.0j6wm57	Madonna	Female	1958-08-16	Bay City
2663	62487	Soul Of Fire	m.018qdvs	Witch			
2664	62488	Black Saint	m.018qdv_	Witch			
2665	62852	Lost Boys	m.0rrj36j	Death Grips			
2666	62905	Override of the Overture	m.016hkss	Dismember			
2667	63042	Urban Twilight	m.0y92p8p	Grimes	Female	1988-03-17	Vancouver
2668	63137	The Soft Voices Die	m.0nky8g0	Apparat	Male	1978-06-27	Quedlinburg
2669	63149	Crystal Ball	m.0nnkqfj	Grimes	Female	1988-03-17	Vancouver
2670	63152	Black Water	m.0nl2_82	Apparat	Male	1978-06-27	Quedlinburg
2671	63182	In the Mausoleum	m.0dxcskg	Beirut			
2672	63194	God Hates a Coward	m.0m6my6	Tomahawk			
2673	63219	Heavy Load	m.014cywf	Acid King			
2674	63224	Greenthumb	m.0qclzw	Bongzilla			
2675	63278	Right where it ends	m.0fznb1_	Carbon Based Lifeforms			
2677	63302	Silent My Song	m.0gf5bcy	Lykke Li	Female	1986-03-18	Sofia church parish
2678	63485	Life of the Party	m.0n9_g5h	The Weeknd	Male	1990-02-16	Toronto
2679	63565	MOS 6581 (album version)	m.0twswp	Carbon Based Lifeforms			
2680	63668	Introbra	m.0nkygtd	Limp Bizkit			
2681	63738	Waters of Ain	m.0fv4tcf	Watain			
2682	63788	Comsat	m.0twsxs	Carbon Based Lifeforms			
2683	64010	Just for Today	m.011h03_	The Brian Jonestown Massacre			
2684	64012	Road, River and Rail	m.0lxzl0	Cocteau Twins			
2685	64013	Wolf in the Breast	m.0lxzkt	Cocteau Twins			
2686	64014	Fotzepolitic	m.0lxzkl	Cocteau Twins			
2687	64024	Pitch the Baby	m.0lxzjh	Cocteau Twins			
2688	64136	You Got Nothing On Me	m.0dplnfd	Mando Diao	Female	1982-01-01	Kuhmo
2689	64140	Give Me Fire	m.0dp1zjb	Mando Diao	Female	1982-01-01	Kuhmo
2690	64142	Maybe Just Sad	m.0dpln5h	Mando Diao	Female	1982-01-01	Kuhmo
2691	64144	High Heels	m.0dpln5t	Mando Diao	Female	1982-01-01	Kuhmo
2692	64168	About You	m.0m70zl	The Jesus and Mary Chain			
2693	64176	Deep One Perfect Morning	m.0m70xv	The Jesus and Mary Chain			
2694	64210	Black Flames March	m.0wmc9m7	Watain			
2695	64230	Back to Base	m.0ll6dw	Fugazi			
2696	64234	Fell, Destroyed	m.0ll6c_	Fugazi			
2697	64250	Provisional	m.0146g24	Fugazi			
2698	64253	Lockdown	m.0146g2c	Fugazi			
2699	64294	Bad Mouth	m.0gb8qqp	Fugazi			
2700	64315	Break Well	m.0whtxd6	Mount Kimbie			
2701	64326	Before I Move Off	m.0frz2h9	Mount Kimbie			
2702	64337	Les Grandes Marches	m.0rfkqfh	Moderat			
2703	64339	Porc #1	m.0nly7y0	Moderat			
2704	64348	Central Plains	m.0twsw7	Carbon Based Lifeforms			
2705	64353	Damage Done	m.0x9n_ld	Moderat			
2706	64356	Gita	m.0wszt6c	Moderat			
2707	64376	Everlasting Arms	m.0sm82cc	Vampire Weekend			
2708	64377	Hannah Hunt	m.0sjpp0y	Vampire Weekend			
2709	64477	In League With Satan	m.0msss5	Venom			
2710	64520	The Castaway	m.0nry_w	Amorphis			
2711	64521	Into Hiding	m.0nry_n	Amorphis			
2712	64580	Sphere of No-Form	m.0nxl9x	Biosphere	Male	1962-05-30	Norway
2713	64581	Uva-Ursi	m.0nxl9p	Biosphere	Male	1962-05-30	Norway
2714	64585	Strange Eyes	m.0m2jbh	The Magnetic Fields			
2715	64619	Marshal Dear	m.0v0b2d0	Savages			
2716	64622	Strife	m.0v0b17r	Savages			
2717	64690	Abigail, Belle of Kilronan	m.0lhptg	The Magnetic Fields			
2718	64699	World Love	m.0lhprh	The Magnetic Fields			
2719	64702	(Crazy for You But) Not That Crazy	m.0lhpqv	The Magnetic Fields			
2720	64717	Parades Go By	m.0lhlvz	The Magnetic Fields			
2721	64718	Punk Love	m.0lhlvr	The Magnetic Fields			
2722	64719	The One You Really Love	m.0lhlvj	The Magnetic Fields			
2723	64726	Postcards From Italy	m.019ww8w	Beirut			
2724	64756	Quick and to the Pointless	m.017mdvr	Queens of the Stone Age			
2725	64765	Reno Dakota	m.0lhlsb	The Magnetic Fields			
2726	64767	All My Little Words	m.0lhlrx	The Magnetic Fields			
2727	64942	Dead Love	m.0g8s9gz	The Soft Moon			
2728	65077	TV Casualty	m.0wcs8y	Misfits			
2729	65101	She Just Won't Believe Me	m.0rk0rn8	Tame Impala			
2730	65175	Dust Bowl III	m.0nl475l	Other Lives			
2731	65430	Brick Is Red	m.0m45s6	Pixies			
2732	65455	Tears From the Compound Eye	m.015vjw6	Boards of Canada			
2733	65580	At Home	m.0fslfrf	Crystal Fighters			
2734	65650	Separator	m.0wc_bby	Crystal Fighters			
2735	65655	Cromlech	m.010hr1n	Darkthrone			
2736	65672	Alec Eiffel	m.0ly7mf	Pixies			
2737	65780	Some Grass	m.0_ctjp	Sleep	Male	1976-06-02	Farmington
2738	65782	Ignem Veni Mittere	m.0wk4fj4	Watain			
2739	65851	The Daughters of Quiet Minds	m.0drfd13	Stars of the Lid			
2740	65961	Chukhung	m.0nxl8c	Biosphere	Male	1962-05-30	Norway
2741	65988	Corner Soul	m.013ckqc	The Clash			
2742	66030	Goetia	m.0shgrhk	Triptykon			
2743	66046	Somebody Got Murdered	m.0mxksq	The Clash			
2744	66071	The Queen Of All Everything	m.0dq4z4h	Ott			
2745	66134	Samba da Benção	m.0r4rp8	Bebel Gilberto	Female	1966-05-12	New York City
2746	66211	Drown In Ashes	m.0f8y08z	Celtic Frost			
2747	66212	Domain Of Decay	m.0f8y0ny	Celtic Frost			
2749	66254	Headache	m.0q9cdgz	Metz			
2750	66286	Gun In The Sun	m.0dqwmx4	Wavves			
2751	66294	Convertible Balloon	m.0fx7t4g	Wavves			
2752	66297	Poor Lenore	m.0rj0vcs	Wavves			
2753	66303	Whiskey River	m.01c96z3	Willie Nelson	Male	1933-04-10	Abbott
2754	66310	Pervert	m.0nqbpq	Descendents			
2755	66396	Triste	m.0s129t	Antônio Carlos Jobim	Male	1927-01-25	Rio de Janeiro
2756	66401	Puzzles ov Flesh	m.013y4tc	Watain			
2757	66403	Black Salvation	m.013y4sy	Watain			
2758	66407	The Frostbitten Woodlands of Norway	m.019s4v4	Carpathian Forest			
2759	66460	Stinningskaldi	m.0nk_cb2	Sólstafir			
2760	66467	Fjara	m.0nlkhr2	Sólstafir			
2761	66540	Play by Play	m.0sn9jzl	Autre Ne Veut	Male	1982-04-20	Raleigh
2762	66544	Hordalendingen	m.0tt2hb	Enslaved			
2763	66550	Au crépuscule de nos rêves	m.0dt5sqq	Amesoeurs			
2764	66632	Corsair	m.0pnjwh	Boards of Canada			
2765	66763	Exosphere	m.0twsxk	Carbon Based Lifeforms			
2766	66764	Artificial Island	m.0twsy6	Carbon Based Lifeforms			
2767	66830	Poa Alpina	m.0n143b	Biosphere	Male	1962-05-30	Norway
2768	66914	Kaw-Liga	m.0lkd46	Hank Williams	Male	1923-09-17	Mount Olive
2769	66928	Dark Mother Divine	m.01f4gtk	Dissection			
2770	66940	Protection Racket	m.0rfl17h	Napalm Death			
2771	66943	Circumspect	m.0rfqnfc	Napalm Death			
2772	67038	Supposed to Rot	m.0lcn_g	Entombed			
2773	67042	Left Hand Path	m.0lcnzl	Entombed			
2774	67267	Rivers Of Babylon	m.0m546j	Sublime			
2775	67402	Nerve Jamming	m.0nnkz11	Bass Drum of Death			
2776	67521	Peel Me A Grape	m.0pnd2t	Diana Krall	Female	1964-11-16	Nanaimo
2777	67583	Velvet Itch	m.0nl72zc	Bass Drum of Death			
2778	67592	Heart Attack Kid	m.0nmmzpf	Bass Drum of Death			
2779	67595	Glitter	m.0g6b2dd	No Age			
2780	67642	Shoot the Moon	m.0rstfp	Norah Jones	Female	1979-03-30	Brooklyn
2781	67778	Shadow from Tartarus	m.0rj4kqc	Actress	Male	1979-08-23	Wolverhampton
2782	67782	Marble Plexus	m.0qh3lyp	Actress	Male	1979-08-23	Wolverhampton
2783	67789	My Kind of Woman	m.0tnhqkj	Mac DeMarco	Male	1990-04-30	Duncan
2784	67812	Venus in Furs	m.0ft3mxl	Electric Wizard			
2785	67813	Black Mass	m.0fzt57r	Electric Wizard			
2786	67878	While I'm Still Here	m.0w0280g	Nine Inch Nails			
2787	67930	My Tulpa	m.0pyt9f	Magazine			
2788	67960	Flytta Dig	m.0dxc698	Carbon Based Lifeforms			
2789	68037	Central Plain	m.0fwvbr5	Carbon Based Lifeforms			
2790	68165	Disappointed	m.0v_yw9z	Nine Inch Nails			
2791	68168	Came Back Haunted	m.0v_xt3d	Nine Inch Nails			
2792	68335	Lysergik Funeral Procession	m.0mfs9g	Down			
2794	68620	The Captain	m.018dpvc	The Knife			
2795	68700	Spread Eagle Cross the Block	m.0__ystm	Death Grips			
2796	68708	MOS 6581	m.0y3wl2	Carbon Based Lifeforms			
2797	68866	Through the Collonades	m.0mcgc7	Entombed			
2798	68871	Sinners Bleed	m.0lcnxv	Entombed			
2799	68922	Autosleeper	m.0128r7_	Chapterhouse			
2800	68924	Breather	m.01068nl	Chapterhouse			
2801	68925	Stab Variation	m.0y7_46s	Tim Hecker	Male	1974-01-01	Vancouver
2802	68929	Incense at Abu Ghraib	m.0y7_36r	Tim Hecker	Male	1974-01-01	Vancouver
2803	68933	Live Room	m.0y7_1tn	Tim Hecker	Male	1974-01-01	Vancouver
2804	69102	Homicidal Tendencies	m.0g70qw2	Lifelover			
2805	69171	Lonesome Road	m.014j4jy	Madeleine Peyroux	Female	1973-01-01	Athens
2806	69270	Bitter Loss	m.0lcn_x	Entombed			
2807	69428	Pacing Around the Church	m.0nlygzh	Cold Cave			
2808	69429	The Great Pan Is Dead	m.0qfhs6n	Cold Cave			
2809	69479	I Love (To Hurt) You	m.0dstv64	Lifelover			
2810	69485	Consfearacy	m.01d5d49	Slayer			
2811	69560	She Destroys Again	m.0drhg7l	Sólstafir			
2812	69561	Love Is the Devil (And I Am in Love)	m.0dvrkvr	Sólstafir			
2813	69567	Köld	m.0f7849b	Sólstafir			
2814	69568	78 Days in the Desert	m.0f7fjj_	Sólstafir			
2815	69664	Here Comes The Pain	m.0lyw5v	Slayer			
2816	70035	Paragon Pariah	m.0nl616p	Anaal Nathrakh			
2817	70036	Tod Huetet Uebel	m.0nmxstb	Anaal Nathrakh			
2818	70039	Post Traumatic Stress Euphoria	m.0nms1hb	Anaal Nathrakh			
2819	70040	Drug-Fucking Abomination	m.0nm3txq	Anaal Nathrakh			
2820	70079	Epitome XVI	m.0qjrjkv	Blut aus Nord			
2821	70212	San Francisco Knights	m.0lb7vv	People Under The Stairs			
2822	70249	The Eruption	m.0mp8r5	Emperor			
2823	70253	Sworn	m.0149lkb	Emperor			
2824	70304	(Don't Need) Religion	m.0mcw3f	Motörhead			
2825	70306	Underdogs and Overlords	m.01939c_	Darkthrone			
2826	70310	The Cult Of Goliath	m.01939c3	Darkthrone			
2827	70316	Majesty and Decay	m.0fvcwhm	Immolation			
2828	70345	Doctrinal Expletives	m.01b38gm	Carcass			
2829	70347	Arbeit Macht Fleisch	m.01b38g5	Carcass			
2830	70358	The Master Butcher's Apron	m.0wt03fp	Carcass			
2831	70385	StarWaves	m.0sgcv_f	M83			
2832	70397	Angel of Disease	m.0lcnk0	Morbid Angel			
2834	70448	Walter's Walk	m.01c9t8t	Led Zeppelin			
2835	70477	Candlegoat	m.015nlv1	Sunn O)))			
2836	70478	Orthodox Caveman	m.015nltv	Sunn O)))			
2837	70497	The Battle of Chamdo	m.0w384dp	Gorguts			
2838	70637	Tu Es Beau	m.0dpkcjn	Yelle	Female	1983-01-17	Saint-Brieuc
2839	70658	A Cause Des Garçons	m.0g8rymy	Yelle	Female	1983-01-17	Saint-Brieuc
2840	70689	Bread of Bitterness	m.0fj7f69	Deathspell Omega			
2841	70945	Dracul	m.0lss06	Infected Mushroom			
2842	70961	Meduzz	m.0yj9w9	Infected Mushroom			
2843	71051	Child I Will Hurt You	m.0nbbn7f	Crystal Castles			
2844	71052	Mercenary	m.0nbbn66	Crystal Castles			
2845	71239	Enigma of the Absolute	m.0lnw23	Dead Can Dance			
2846	71242	Circumradiant Dawn	m.0lnw1g	Dead Can Dance			
2847	71244	De Profundis (Out of the Depths of Sorrow)	m.0lnw10	Dead Can Dance			
2848	71249	The Crucifix	m.0y8q1b9	John Maus	Male	1980-02-23	Austin
2849	71267	ilanders	m.0fqghnr	Autechre			
2850	71305	Scorpionica	m.0ml0w7	Orange Goblin			
2851	71464	Six Shooter	m.0n37bw	Queens of the Stone Age			
2852	71545	Love Comes Close	m.0sj6b8z	Cold Cave			
2853	71552	Le Quartier	m.0prs0f	Yann Tiersen	Male	1970-06-23	Brest
2854	71553	Blooded Shore	m.0rjy65	Bathory			
2855	71556	Still Grey	m.016b86g	Pendulum			
2856	71648	Out Here	m.016hgwt	Pendulum			
2857	71680	The Tempest	m.0dytcyn	Pendulum			
2859	71883	Antigod	m.0g6f2rj	Samael			
2860	72003	Shining Kingdom	m.0my4cn	Samael			
2861	72065	Sky And Sand	m.0nl_tt5	Paul Kalkbrenner	Male	1977-06-11	Leipzig
2862	72085	Devil May Care	m.0xb8ks	Diana Krall	Female	1964-11-16	Nanaimo
2863	72121	What A Difference A Day Made	m.01f5619	Jamie Cullum	Male	1979-08-20	Rochford
2864	72164	Gloria Lewis	m.0ncj2m	Kyuss			
2865	72170	Mondo Generator	m.0msnzb	Kyuss			
2866	72202	The Loss And Curse Of Reverence	m.0nb2_2	Emperor			
2867	72420	Harmony in Blue III	m.01dv0lt	Tim Hecker	Male	1974-01-01	Vancouver
2868	72483	Discotheque	m.0xy_qv	U2			
2869	72576	Apokatastasis Pantôn	m.0fssc_n	Deathspell Omega			
2870	72577	The Crackled Book of Life	m.0q725x1	Deathspell Omega			
2871	72585	Dream Baby Dream	m.0rrh_m	Suicide			
2872	72593	Flood I	m.0llhbs	The Sisters of Mercy			
2873	72804	Broken Down But Not Locked Up	m.0qcn29	Eyehategod			
2874	72932	Beyond the Grace of God	m.0xlwbh	Marduk			
2875	72950	Deliver Us To Evil	m.0n_yy7	Exodus	Male	1984-06-08	Kampala
2876	73106	Theswere	m.0dzzbql	Autechre			
2877	73110	fwzE	m.0dzzbrp	Autechre			
2878	73115	paralel Suns	m.0dzzbvt	Autechre			
2879	73119	plyPhon	m.0dzzbxk	Autechre			
2880	73123	Windwind	m.0lfsfc	Autechre			
2881	73139	prac-f	m.0shz80j	Autechre			
2882	73327	The Hills Have Eyes	m.01018lr	Electric Wizard			
2883	73468	Vinum Sabbathi	m.0n83k9	Electric Wizard			
2884	73469	Solarian 13	m.01cfzf5	Electric Wizard			
2885	73599	Converting Vegetarians	m.0q681x	Infected Mushroom			
2886	73615	Katharinas Bortgang	m.0xhpm6	Gorgoroth			
2887	73646	My Advice 2 You	m.0nyrs6	Gang Starr			
2888	73715	Now You're Mine	m.01c13rg	Gang Starr			
2889	73850	Obombration	m.0f89_65	Deathspell Omega			
2890	73901	The Seed	m.0mfscn	Down			
2891	73928	Marian (version)	m.0dp2l9l	The Sisters of Mercy			
2892	74207	Nepenthe	m.0g8z4ty	Sentenced			
2893	74217	Thir13teen	m.0qsvfp	Type O Negative			
2894	74226	Machine Screw	m.016gyk8	Type O Negative			
2896	74303	Angry Chair	m.012zhz5	Alice in Chains			
2897	74431	Catharsis	m.0q724w_	Ihsahn	Male	1975-10-10	Notodden Municipality
2898	74434	Dandelion	m.012rjp6	Audioslave			
2899	74459	The Paranoid	m.0rk3pd0	Ihsahn	Male	1975-10-10	Notodden Municipality
2900	74521	Sear Me MCMXCIII	m.0wrwpp	My Dying Bride			
2901	74526	Jailbait	m.0n2m7z	Motörhead			
2902	74548	Sister Of Charity	m.0f34jg8	The 69 Eyes			
2903	74610	Begravelsesnatt	m.0xhplb	Gorgoroth			
2904	74638	Inn i de dype skogers favn	m.0n6drl	Darkthrone			
2905	74869	Neptune Is Dead	m.0nnp17m	Altar of Plagues			
2906	74912	I Am the War	m.018htd0	Sodom			
2907	75124	La Crise	m.0prrvz	Yann Tiersen	Male	1970-06-23	Brest
2908	75130	Monochrome	m.0prs0w	Yann Tiersen	Male	1970-06-23	Brest
2909	75135	E Talking	m.0xs2tk	Soulwax			
2910	75212	Tragic Laurel	m.0nkyvzd	Liturgy			
2911	75274	Dressed In Black	m.01258hh	Ulver			
2912	75405	Back at the Funny Farm	m.0nc7vl	Motörhead			
2913	75502	Mentalism	m.012xc34	Shpongle			
2914	75596	Elation Station	m.0q6823	Infected Mushroom			
2915	75610	Strictly Business	m.0nyngs	EPMD			
2916	75637	Spinal Remains	m.0sznxr	Misfits			
2917	75644	Sucka Nigga	m.011wzvh	A Tribe Called Quest			
2918	75652	Find a Way	m.0mt18j	A Tribe Called Quest			
2919	75796	Like a Nightmare	m.0nb0ny	Motörhead			
2920	75846	Mercy in You	m.0mp0g8	Depeche Mode			
2921	76008	krYlon	m.0fqghn_	Autechre			
2922	76012	O=0	m.0fqghnm	Autechre			
2923	76014	Treale	m.0fqghmt	Autechre			
2924	76102	The Thrill Is Gone	m.0tfw8_	Chet Baker	Male	1929-12-23	Yale
2925	76183	Devouring Famine	m.0fvzqxk	Deathspell Omega			
2926	76186	Epiklesis II	m.0fvzqy5	Deathspell Omega			
2927	76187	Phosphene	m.0fvzqxc	Deathspell Omega			
2928	76209	La plage	m.012tqhh	Yann Tiersen	Male	1970-06-23	Brest
2929	76280	High Command	m.0qcm1h	Earth			
2931	76311	Condemned To Obscurity	m.0vgbqk	Gorguts			
2932	76312	With Their Flesh, He'll Create	m.0vgbqb	Gorguts			
2933	76333	Death Becomes You	m.0rdlk8	Sunn O)))			
2934	76419	Exhibition Bout	m.0ygvg9	Sodom			
2935	76422	Incest	m.0ygvfn	Sodom			
2936	76574	Key to the Storms	m.0dmxwhm	Mayhem			
2937	76578	A Wise Birthgiver	m.0dmxwgb	Mayhem			
2938	76579	A Fine Day to Die	m.0tlkq4	Emperor			
2939	76773	La valse des monstres	m.0rntz0	Yann Tiersen	Male	1970-06-23	Brest
2940	76774	La redécouverte	m.0nc9dp	Yann Tiersen	Male	1970-06-23	Brest
2941	76793	La valse des vieux os	m.0m5d4q	Yann Tiersen	Male	1970-06-23	Brest
2942	76889	Inside the Sun	m.0lckny	Sleep	Male	1976-06-02	Farmington
2943	76891	Aquarian	m.0lcknh	Sleep	Male	1976-06-02	Farmington
2944	76948	Da Mystery Of Chessboxin'	m.0xpjg8	Wu-Tang Clan			
2945	76953	Jazz (We've Got)	m.0mt16s	A Tribe Called Quest			
2946	76958	Survival of the Fittest	m.0q7yr9	Mobb Deep			
2948	77272	Skeleton On Your Shoulder	m.0vfdhd	Coroner			
2949	77273	Masked Jackal	m.0vfdgz	Coroner			
2950	77291	Over the Ice	m.01djvc8	The Field	Male	1900-01-01	Stockholm
2951	77377	Don't Believe the Hype	m.0zkdwy	Public Enemy			
2952	77491	Basscadet	m.0_c1m1	Autechre			
2953	77529	A Foggy Day (in London Town)	m.010p_g9	Michael Bublé	Male	1975-09-09	Burnaby
2954	77671	Marshall Mathers	m.018g_1d	Eminem	Male	1972-10-17	St. Joseph
2955	77673	Crazy In Love	m.0_9bs7	Eminem	Male	1972-10-17	St. Joseph
2956	77702	Rap God	m.0y9546y	Eminem	Male	1972-10-17	St. Joseph
2957	77778	No Lungs To Breathe	m.0qjp53f	As I Lay Dying			
2958	77815	Lifted	m.0fz_250	Suicide Silence			
2960	77858	Rain Man	m.0_9bqq	Eminem	Male	1972-10-17	St. Joseph
2961	77859	Rhyme or Reason	m.0ytbrg8	Eminem	Male	1972-10-17	St. Joseph
2962	77861	25 to Life	m.0fvcdxt	Eminem	Male	1972-10-17	St. Joseph
2963	77905	The Truth About Love	m.0kjfk3c	P!nk			
2964	77906	Slut Like You	m.0kjfk2h	P!nk			
2965	77931	A True Story of a Story of True Love	m.0rg1pk	The Books			
2966	77932	The Future, Wouldn't That Be Nice?	m.0rg1pb	The Books			
2967	77933	Don't Even Sing About It	m.0rg1p3	The Books			
2968	77937	Bonanza	m.0rg1n0	The Books			
2969	77968	Listen To Your Friends	m.0ft2gkx	New Found Glory			
2970	77976	Vegas Lights	m.0wtgs31	Panic! at the Disco			
2971	77978	This Is Gospel	m.0wt3zz4	Panic! at the Disco			
2972	78006	Paul (Skit)	m.0p_bx7	Eminem	Male	1972-10-17	St. Joseph
2973	78106	Casual Affair	m.0ws_ybv	Panic! at the Disco			
2974	78113	So Much Better	m.0yt8_gx	Eminem	Male	1972-10-17	St. Joseph
2975	78117	Forget About It	m.0nnxlxf	All Time Low			
2976	78149	Bitchin' Summer	m.0ybv03s	Avril Lavigne	Female	1984-09-27	Belleville
2977	78162	Suburbia	m.0nn__m1	The Wonder Years			
2978	78165	You Suck At Love	m.0v5x4x_	Simple Plan			
2979	78167	This Song Saved My Life	m.0v38p_p	Simple Plan			
2980	78169	Anywhere Else But Here	m.0wjnbxr	Simple Plan			
2981	78314	The Great Escape	m.0kjfk6h	P!nk			
2982	78351	Through Blood and Dirt and Bone	m.0xc6kh0	Trivium			
2983	78423	Power And Shame	m.0fs0qhw	Immolation			
2984	78445	A Thunderous Consequence	m.0fvcwjf	Immolation			
2985	78448	In Human Form	m.0fvcwj3	Immolation			
2986	78522	In Friends We Trust	m.0g6drs1	Chunk! No, Captain Chunk!			
2987	78570	Shake That	m.0f7svx8	Eminem	Male	1972-10-17	St. Joseph
2988	78577	Stellarvore	m.0f3322t	Watain			
2989	78581	Underneath the Cenotaph	m.0f26p8z	Watain			
2990	78582	Sworn to the Dark	m.0f5nqlc	Watain			
2991	78585	Satan's Hunger	m.0dp1rq2	Watain			
2993	78665	Whispering Silence	m.0qfstpk	As I Lay Dying			
2994	78676	Bullet With a Name	m.01ckgf4	Nonpoint			
2995	78889	Dedication	m.0nldj77	Asking Alexandria			
2996	79011	Molto vivace	m.0fvb209	Ludwig van Beethoven	Male	1970-12-16	Bonn
2997	79023	You're Gonna Make Me Lonesome When You Go	m.01c57pp	Madeleine Peyroux	Female	1973-01-01	Athens
2999	79128	So What'cha Want	m.0lgjrq	Beastie Boys			
3000	79164	Good Girls Bad Guys	m.0ws_b1y	Falling in Reverse			
3002	79184	Our Courage, Our Cancer	m.0ycqn9r	While She Sleeps			
3003	79238	The Reign	m.0nm9dl9	Blessthefall			
3004	79239	I'm Bad News, In the Best Way	m.0skcj_y	Blessthefall			
3005	79244	Hang You Up	m.0nk_zth	Yellowcard			
3006	79253	Chief Rocka	m.0pf34k	Lords of the Underground			
3007	79259	Quiet Storm	m.0xgblv	Mobb Deep			
3008	79318	Ebonics	m.0m6vvt	Big L	Male	1974-05-30	Harlem
3009	79365	Little People (Black City)	m.0nm21_9	Matthew Dear	Male	1979-04-04	Kingsville
3010	79410	Within My Heart	m.0rf3qsc	Dead by April			
3011	79464	Almost Famous	m.0fsd1sp	Eminem	Male	1972-10-17	St. Joseph
3012	79523	Next Time	m.0nyrt2	Gang Starr			
3013	79577	Street Struck	m.0mlmhk	Big L	Male	1974-05-30	Harlem
3014	79590	Your Troubles Will Cease And Fortune Will Smile Upon You	m.0fwg68n	After the Burial			
3015	79591	My Frailty	m.0fwphgh	After the Burial			
3016	79594	To Carry You Away	m.0fwphh3	After the Burial			
3017	79598	With Me Tonight	m.0dts4j3	The Used			
3018	79801	Look Closer	m.0dszpjw	Set Your Goals			
3019	79897	Hate Everyone	m.0fvs0b0	Say Anything			
3020	80039	Buggin' Out	m.0r1ckd	A Tribe Called Quest			
3021	80043	Quiet Dog	m.0d_rpzy	Mos Def	Male	1973-12-11	Brooklyn
3022	80072	Light With a Sharpened Edge	m.013sx3f	The Used			
3023	80107	Keep Your Dreams	m.0l96_0	Suicide			
3024	80113	Frankie Teardrop	m.019qtkp	Suicide			
3025	80176	Five Months	m.0dtw5z2	Parkway Drive			
3026	80201	Crystal Ammunition	m.0f7djtc	Wolves in the Throne Room			
3027	80207	The Pros and Cons of Breathing	m.014wx_x	Fall Out Boy			
3028	80217	Queen of the Borrowed Light	m.019lqlf	Wolves in the Throne Room			
3029	80236	Hell On Earth (Front Lines)	g.11bbmr5t8_	Mobb Deep			
3030	80307	In White Rooms	m.01d26s4	Booka Shade			
3031	80546	A Grave Inversed	m.0fxqlh3	Ihsahn	Male	1975-10-10	Notodden Municipality
3032	80648	The Hop	m.01159_z	A Tribe Called Quest			
3033	80658	Baby C'mon	m.0lz7g1	Ol' Dirty Bastard			
3034	80704	It's Not You	m.0dyv58z	Halestorm			
3035	80742	Smoke Some Weed	m.01bxrnf	Ice Cube	Male	1969-06-15	Los Angeles
3036	80869	Love Today	m.0dmn9dx	Mika	Male	1983-08-18	Beirut
3037	80972	For Emma	m.0dm6_0d	Bon Iver			
3039	81282	Too Many Words	m.0fb049x	Sick Puppies			
3041	81335	All Again For You	m.0f1zwbd	We the Kings			
3042	81358	Ghost Hardware	m.0dvq_0d	Burial	Male	1979-01-01	Croydon
3043	81410	Inside the Fire	m.0f34n_v	Disturbed			
3044	81478	The Last Home Recording	m.0z8159	65daysofstatic			
3045	81526	I Made It	m.0dsg7tg	Dead by April			
3047	81584	Loner	m.0rjt29g	Burial	Male	1979-01-01	Croydon
3048	81678	Gone With The Sin	m.0v025h	HIM			
3049	81679	Your Sweet 666	m.0r_5x8	HIM			
3050	81686	Sex Raptor	m.0f4q06t	HORSE the band			
3051	81735	The Reason	m.0xv9jj	Hoobastank			
3052	81736	From The Heart	m.0xv9j9	Hoobastank			
3053	81852	Not Long Now	m.0rf0ngv	James Blake	Male	1979-12-28	Yonkers
3054	81857	One of Us Is the Killer	m.0x5g6ky	The Dillinger Escape Plan			
3055	81899	Looking for Angels	m.01f0fgl	Skillet			
3056	81900	Open Wounds	m.012cv9c	Skillet			
3057	81905	Fallin' Apart	m.0nnj20z	The All-American Rejects			
3058	81922	Change Your Mind	m.014213m	The All-American Rejects			
3059	81923	It Ends Tonight	m.014213d	The All-American Rejects			
3060	81925	You Had Me At Hello	m.012y_nx	A Day to Remember			
3061	81948	You Burn First	m.01djdqf	Alexisonfire			
3062	82023	Ofbirta	m.0snzf4z	Sigur Rós			
3063	82090	Bláþráður	m.0vc6pf9	Sigur Rós			
3064	82141	The Best Of Me	m.010v6hw5	The Starting Line			
3065	82162	Summer Jam	m.0dszpjc	Set Your Goals			
3066	82284	Catch Without Arms	m.0166yz6	dredg			
